# cn     En
0.000633313     5.09423
0.00656383     48.6816
0.00195901     8.93062
0.00615145     26.3939
0.000718637     35.0115
0.00375745     32.61
0.00737201     12.7043
0.00308967     32.7216
0.00874556     38.2267
0.00966356     32.3661
0.00572374     18.4641
0.00898783     47.1374
0.00986285     25.7332
0.00207457     11.3162
0.00257742     9.56991
0.00929549     48.1267
0.00509075     26.5477
0.00699263     31.557
0.000565955     33.7689
0.000676605     17.3242
0.00301829     11.5592
0.00362803     12.3907
0.0022051     46.0685
0.00593459     14.0715
0.00422453     35.6492
0.00310824     10.285
0.00506903     49.345
0.0044467     8.23757
0.00550496     42.2191
0.00681198     46.0034
0.00609697     27.0239
0.00234768     3.64794
0.00411577     27.6825
0.00162282     48.9467
0.000391568     15.4439
0.00291824     48.984
0.000945126     9.9068
0.00266719     29.3725
0.00262175     20.0463
0.00786044     31.8743
0.00783228     37.6043
0.00910448     9.47436
0.00975073     39.2261
0.00536245     8.26164
0.00370936     35.1903
0.00715502     28.851
0.00948361     10.3642
0.00637768     5.58217
0.00569477     17.0639
0.000281138     8.10431
0.00520605     2.30249
0.00321672     34.5864
0.0097526     33.0964
0.00692889     20.299
0.00291957     13.4019
0.00791209     30.0845
0.00837655     41.4928
0.00581864     1.9764
0.00334987     49.9284
0.00541988     3.22082
0.00342744     23.7737
0.00028455     42.7473
0.000315474     10.7693
0.00603823     44.731
0.00635058     20.2934
0.0059822     15.4682
0.00488852     5.76514
0.00125587     9.19506
0.00503134     46.8148
0.00146515     10.6825
0.00914283     21.7497
0.00692073     18.7178
0.000697732     42.3038
0.00907128     41.8665
0.000773053     6.28248
0.00674527     6.79717
0.0027104     34.8152
0.00109362     23.3567
0.0035628     18.8974
0.00328338     3.40193
0.00396229     45.7755
0.00879708     33.4889
0.00898442     22.9589
0.00554942     44.9833
0.00147151     27.0678
0.00137069     14.5876
0.00813783     27.1477
0.00219736     1.57713
0.00832258     17.0825
0.00306797     34.0603
0.00991536     38.4275
0.000184809     20.317
0.00790931     9.50289
0.00423118     12.7521
0.000400345     16.0554
0.00118991     42.7603
0.00791579     47.1607
0.00230519     15.5783
0.00663272     4.29426
0.00644316     38.2467
0.00160435     37.7792
0.00962826     12.4748
0.0020437     25.6035
0.00589366     12.7273
0.00229902     7.06847
0.0051175     18.6341
0.00634392     24.517
0.00995782     12.4342
0.00698419     48.9298
0.00988517     30.9509
0.00366333     8.39601
0.000429317     1.46883
0.0018367     30.4755
0.00943378     2.3326
6.61476e-05     41.5119
0.00264944     35.7986
0.00218148     2.62439
0.00742826     38.8703
0.00915734     33.3771
0.00806523     23.4764
0.00628931     11.3981
0.00173787     20.6171
0.00894595     40.9889
0.00466392     49.7088
0.00795657     15.6021
0.00274915     19.2036
0.00407941     39.5195
0.0027993     7.2701
0.00988731     10.2759
0.00977901     21.8473
0.00756711     12.1558
0.00785404     29.3197
0.00493351     1.96068
0.000213885     14.172
0.00838236     29.2391
0.00927781     13.9992
0.00507327     28.9824
0.00905     42.3635
0.00846567     13.6178
0.00548627     44.5341
0.000386344     10.4837
0.00198287     27.9093
0.00296833     41.0127
0.00111681     31.2653
0.00202877     7.9662
0.00426556     48.6382
0.00120617     10.8522
0.00862266     22.8463
0.00465419     39.7472
0.00641353     3.46229
0.00863643     23.4416
0.00505706     7.43297
0.0036309     1.65626
0.00641191     1.98114
0.00535519     20.1274
0.00895103     37.1722
0.000470786     27.689
0.00997681     28.8825
0.00724757     4.08095
0.00204305     17.1899
0.00293862     18.2824
0.00680651     44.9659
0.00408004     46.0389
0.000395631     41.0919
0.00477881     12.819
0.00118366     4.98635
0.0022729     36.9094
0.00698293     40.2857
0.00245317     14.4761
0.00123867     33.9815
0.00705831     10.6681
0.00235416     37.1345
0.00341131     2.2175
0.009789     7.14293
0.00488512     49.8068
0.00768643     45.6405
0.00267147     4.20599
0.00706313     8.17119
0.00472073     41.9881
0.00763308     49.4254
0.00226236     26.9849
0.00678679     10.604
0.0049139     28.5973
0.00877687     1.56547
0.0032901     30.3101
0.00152364     8.0443
0.00504866     41.1801
0.00951976     37.931
0.00931202     23.6876
0.00990689     21.9152
0.00026019     11.2194
0.00048663     11.4836
0.00132657     27.8794
0.00805497     2.16774
0.00922618     35.456
0.00348797     11.978
0.0017477     41.7937
0.00396509     8.57735
0.00142828     18.1386
0.00183621     35.958
0.008026     48.4104
0.00931598     31.0727
0.00121093     38.0986
0.00506391     9.0938
0.00298699     2.52135
0.00221159     30.0879
0.00343152     11.9448
0.00299864     11.5612
0.00290673     41.5851
0.00300404     11.9371
0.00850272     20.9528
0.00343982     40.5727
0.00778568     18.5018
0.00923849     30.4263
0.00267872     45.1613
0.00802514     47.9834
0.00877915     16.1677
0.00272398     13.5202
0.0069892     35.1152
0.000275067     6.29813
0.00367583     11.9504
0.00664525     45.0927
0.00807273     32.4878
0.00910752     20.0332
0.00439939     4.96113
0.00151286     16.5456
0.00121941     18.476
0.00320786     49.244
0.00859836     25.8633
0.00897823     11.1389
0.00204285     40.3744
0.00738512     1.87526
0.00936588     17.6331
0.00402504     17.1333
0.00526664     29.6796
0.00445275     11.6455
0.00682793     22.1924
0.00338333     49.1992
0.00531584     41.5407
0.000871999     31.5188
0.00303812     35.4354
0.00782222     22.6757
0.00293722     28.8616
0.00530318     12.7124
0.00249569     34.9616
0.00620875     11.1199
0.000942588     39.5474
0.00423079     41.7577
0.00177973     26.8493
0.00977871     39.692
0.000586947     46.1163
0.00493136     36.4988
0.00516313     41.1831
0.000731517     20.6976
0.00285111     19.7896
0.00375907     48.614
0.00911457     34.6317
0.00089366     3.32229
0.00777017     42.2258
0.00920211     32.0331
0.00635773     13.9761
0.00393964     2.94597
0.00883741     38.8781
0.00922072     8.15556
0.00172995     6.2214
0.00134414     18.3554
0.00868314     48.957
0.00219361     16.1984
0.00868475     17.2577
0.000458147     20.6475
0.00651567     28.8738
0.00458445     48.9194
0.00774268     42.2599
0.00619514     28.921
0.00321722     45.7787
0.000874901     15.7472
0.00658336     26.3888
0.00071226     37.1596
0.00160661     39.3981
0.00268505     18.2401
0.00595558     4.9728
0.0057112     37.8731
0.00166227     31.9765
0.000706846     1.7618
0.00450827     3.02847
0.00363129     7.41129
0.00801834     28.5899
0.00659707     49.4089
0.00682097     17.1234
0.0083754     40.9184
0.00777451     27.9505
0.000114296     46.2691
0.00497102     45.5628
0.00378529     18.2839
0.00269337     14.9568
0.00232229     11.4145
0.00173584     18.4332
0.00871086     43.9984
0.00850251     15.8966
0.000856224     32.8502
0.00612049     30.5238
0.00910473     45.972
0.00672721     6.77388
0.00703046     12.724
0.00635173     19.3176
0.0088558     23.4996
0.00263056     22.2049
0.00071483     7.93536
0.00866325     45.634
0.00197396     46.3623
0.00289225     40.0215
0.000515944     12.2355
0.00490001     27.5956
0.00491584     16.3725
0.00407122     42.416
0.00228106     48.504
0.00859483     37.8012
0.000754341     29.0388
0.00250725     24.7241
0.00108426     6.38075
0.00807361     34.2455
0.0060831     45.1511
0.00818935     18.8848
0.0016887     33.4481
0.00427513     25.763
0.00908218     31.4206
0.0083972     47.232
0.00683466     11.9119
0.00809841     20.2113
0.00278731     40.4511
0.00686675     21.8857
0.00969611     44.135
0.00363777     31.9688
0.00844777     34.2269
0.00450962     36.8042
0.00340826     20.7856
0.00918911     38.1705
0.0059814     4.33376
0.00808726     9.63817
0.00152283     20.4752
0.00902911     43.4052
0.00173884     29.1571
0.0012812     1.20643
0.00677577     33.5787
0.0095731     27.4593
0.00591409     20.7161
0.00361854     13.1888
0.0047045     37.1803
0.00826655     43.2745
0.00301593     7.26075
0.00643173     32.6545
0.00390981     16.4355
0.00387263     34.9923
0.000699237     27.1053
0.00138148     13.3358
0.00081302     46.1896
0.00118583     2.6692
0.0080067     41.4018
0.00360705     9.85792
0.0057291     32.6377
0.00693634     38.1119
0.00429636     32.6051
0.00524248     45.5648
0.00478804     42.5165
0.00550865     48.857
0.00216515     11.7863
0.00659997     26.0673
0.00596727     27.0356
0.00484528     47.1759
0.0079396     45.4362
0.00643891     25.4771
0.00143479     31.1884
0.00227131     18.6312
0.00479218     25.5104
0.00455526     3.3427
0.0084573     37.3056
0.00942293     31.4984
0.00373604     44.8598
9.85983e-05     42.449
0.00208606     21.0772
0.00525058     16.5942
0.000824042     28.67
0.00484231     33.2088
0.00747411     2.48627
0.00221839     4.87372
0.00979359     37.6956
0.00303532     31.0393
0.00482917     38.705
0.00738747     8.0635
0.00637925     12.4125
0.00121041     13.9938
0.0031954     17.4068
0.00548006     28.8109
0.00928899     27.2489
0.00630242     24.9117
0.000962394     33.1194
0.00969219     41.5838
0.00612917     44.17
0.00498828     21.3331
0.00552257     41.9402
0.00491155     37.355
0.00342015     13.2858
0.00298587     22.8723
0.00564208     47.8889
0.00191643     13.1008
0.00273684     41.8911
0.0043739     24.1093
0.00030196     37.6526
0.00737246     46.6347
0.00438101     6.92638
0.00265387     39.1729
0.00636586     10.6924
0.00921706     4.82105
0.00448001     43.2555
0.00426265     32.1153
0.00458768     31.5958
0.00333251     36.1009
0.00732479     32.8299
0.00173721     9.70394
0.00353861     3.4949
0.00272454     44.4393
0.00339687     33.9043
0.00479984     21.0908
0.00539514     17.9599
0.00669665     40.7302
0.00605426     36.8447
0.00477549     26.6317
0.00875442     36.7827
0.003732     1.37707
0.00582304     12.3091
0.00590574     26.9472
4.77796e-05     33.2493
0.00670761     22.4869
0.00538439     37.3844
0.00456155     15.1741
0.00123745     33.9153
0.00767193     22.1542
0.00862951     17.8583
0.00907904     3.06886
0.00262789     47.684
0.00391559     14.8366
0.00357221     37.6164
0.00537979     5.14012
0.00927587     31.0491
6.33855e-05     6.27952
0.00535647     12.4477
0.00326745     23.1177
0.00602913     16.759
0.00750775     5.21513
0.00724805     47.6364
0.00833159     7.43774
0.00661185     23.1905
0.00186931     11.3188
0.00871327     42.8654
0.0038269     20.4718
0.00112105     39.8895
0.00565082     49.7911
0.0073219     47.4834
0.00810226     9.40671
0.00226856     43.5231
0.00614112     43.0238
0.00938527     20.8801
0.00439974     47.902
0.000647795     28.0036
0.00124476     35.1205
0.00497592     10.9474
0.00913942     46.2569
0.00200328     1.75025
0.00752144     6.66105
0.00235316     38.6548
0.00945509     20.3713
0.00334283     41.7976
0.00731451     2.96844
0.0090583     48.9088
0.00253398     25.1557
0.00790685     24.7736
0.00933629     24.8651
0.00907502     49.0963
0.00892455     19.723
0.00982137     43.7392
0.0088499     11.474
0.00480872     37.8334
0.00771346     32.2438
0.00741064     39.3738
0.00560468     28.5256
0.00110599     6.87542
0.00694382     39.8889
0.00816617     12.2373
0.0064386     10.9687
0.00545439     24.3104
0.00585236     5.08887
0.00717328     43.8947
0.0066688     35.6799
0.0044691     42.7687
0.00875641     5.87372
0.00499555     24.0845
0.00764205     34.4952
0.00550343     32.8451
0.00325785     7.99369
0.00823011     13.0286
0.00578424     39.094
0.00251088     41.4014
0.00142612     31.2965
0.00275079     30.9722
0.000919716     38.8864
0.00544451     8.87052
0.00349183     17.4075
0.00215983     23.7544
0.00641649     7.42182
0.00109504     40.4533
0.00667083     23.3482
0.000392404     18.3625
0.0090061     37.2219
0.00311048     31.8004
0.00162097     46.5923
0.0033417     13.6092
0.000705854     11.5978
0.00367181     31.1087
0.00621484     39.1377
0.00870712     17.8244
0.00498658     12.5972
0.00680095     47.2373
0.00938844     4.66249
0.00265643     7.44524
0.00930879     46.75
0.00559831     29.8371
0.000758803     32.7663
0.00342796     37.763
0.00299104     33.348
0.00118043     42.3875
0.00586794     43.9141
0.0056647     27.5463
0.00919712     23.3961
0.007544     19.4423
0.00484655     28.9217
0.00446554     18.0921
0.00228961     1.53812
0.00715329     27.4169
0.00333546     17.0771
0.00881586     9.39632
0.00628002     27.0711
0.000712337     26.3931
0.00831868     3.6509
0.0031732     28.9308
0.00582625     9.79238
0.00320254     43.7835
0.00129369     42.0665
0.00943332     9.51672
0.00430803     4.26606
0.00620792     35.7583
0.00587864     33.0185
0.00113108     14.3027
0.00045527     5.41579
0.00682082     15.3376
0.000165091     4.55028
0.00990626     22.2274
0.00083386     7.59541
0.00844755     31.2583
0.0033211     39.0003
0.00671824     45.3018
0.00117296     43.8707
0.00525705     34.6685
0.0087496     46.8445
0.00560611     12.365
0.00683945     48.9648
0.00700393     18.8303
0.000957793     44.7237
0.00224164     10.9145
0.000152719     2.92059
0.00358287     13.1928
0.00494488     28.8225
0.00229547     36.7493
0.00478668     41.3106
0.00639521     23.6582
0.00666122     23.7764
0.00685633     9.21784
0.0035154     4.98843
0.00297009     11.5222
0.00538952     40.4142
0.00336457     22.939
0.00433759     37.6279
0.00120923     24.1936
0.00367187     41.247
0.00319361     8.28257
0.000965982     46.9241
0.00200455     42.8998
0.00148767     2.44615
0.00372831     12.8419
0.00605755     46.9775
0.00562725     4.6037
0.00602537     10.063
0.00895083     41.1961
0.00919033     4.12807
0.00212284     27.1341
0.00896028     13.103
0.00631781     17.8178
0.00552246     48.9914
0.00832503     42.6168
0.00318568     43.6256
1.16771e-05     17.6751
0.00638875     33.4827
0.00624518     19.5855
0.00536471     17.0857
0.00328708     11.8035
0.00381869     39.5805
0.00691503     17.0835
0.00210186     24.9457
0.00719527     46.6142
0.00339138     42.7129
0.00579027     3.316
0.00394771     9.43968
0.00933749     17.0219
0.00595073     39.4842
0.00988331     11.4078
0.00575282     37.0083
0.00199087     42.4277
0.00823438     45.8562
0.00338802     9.34033
0.00370599     7.77149
0.00776778     32.4849
0.00418383     29.737
0.00728205     26.9199
0.00364209     30.91
0.00691127     45.8419
0.00606214     25.9037
0.00256188     24.0411
0.00961382     15.956
0.00838556     22.42
0.000232532     35.5414
0.00823602     46.7493
0.00495909     44.1618
0.00741685     47.995
0.000801755     8.35788
0.00740568     43.739
0.00696471     1.33131
0.000267191     28.619
0.00554245     45.4093
0.00541729     49.2549
0.00625559     10.8672
0.000665042     20.6183
0.00238713     17.8833
0.00716535     49.8138
0.00801471     40.7194
0.00822935     41.6431
0.00779664     20.8777
0.00233574     4.47731
0.00169736     40.7828
0.00391704     37.0972
0.00377872     12.8864
0.00367753     11.9468
0.00356045     7.84651
0.00239366     1.39285
0.00439423     39.1226
9.4484e-06     33.3113
0.00797315     27.5787
0.00467961     24.2178
0.0035736     41.7096
0.00673588     12.0287
0.00952022     9.34545
0.00605843     30.435
0.00062391     29.1798
0.00626599     37.336
0.00218108     6.2113
8.92015e-05     23.2952
0.00306942     5.48035
0.00161618     21.0798
0.00158018     47.0055
0.00277738     39.1561
0.00591281     4.08442
0.00612835     28.8785
0.00779132     4.02846
0.0068507     36.4514
0.00011987     35.8989
0.00935408     39.3158
0.00913938     20.0486
0.00350079     26.7556
0.000380118     27.7359
0.00944391     22.1986
0.00130855     24.7958
0.00294255     36.4927
0.00166594     11.7429
0.00715111     40.8402
0.00361206     40.3885
0.00719017     22.3316
0.00513747     27.8124
0.00802962     12.038
0.00512875     2.42533
0.00361009     39.1897
0.00548636     5.32142
0.00367289     36.8242
0.00501566     24.0402
0.00901036     14.1678
0.0013695     10.236
0.00880157     26.8534
0.00381669     46.8974
0.00543938     2.99882
0.00550479     3.256
0.00394109     4.33365
0.00445999     45.8657
0.00853595     39.9381
0.000122736     9.17495
0.00065788     24.6301
0.00788681     4.14274
0.000127432     1.63318
0.0015893     36.4618
0.00131441     21.4407
0.00700195     6.36312
0.00246111     9.81632
0.00406823     4.21449
0.00393922     28.1104
0.0041468     20.1325
0.000610017     34.9938
0.009684     33.5974
0.00349147     43.8407
0.00948381     12.4846
0.00753693     34.0559
0.00316437     20.0866
0.000663197     43.5081
0.00387324     38.5627
0.00235721     30.2809
0.00453537     42.2324
0.000140548     16.2836
0.00206129     33.1706
0.00721358     33.9293
0.00489094     42.0855
0.00416532     32.7973
0.00815869     17.6966
0.00238179     7.33516
0.00867626     7.27066
0.00919057     45.3794
0.00619805     17.168
0.00722338     26.0787
0.00734696     17.2158
0.0081063     10.8459
0.000603409     33.8006
0.000342621     44.2877
0.00927008     33.5121
0.00763042     41.3755
0.00425335     4.37226
0.00459729     9.03135
0.0033651     31.7813
0.00639632     43.7341
0.000181959     14.1889
0.000990036     41.9919
0.0075484     21.2291
0.00726567     30.4016
0.00325703     31.076
0.00811588     18.8595
0.00189035     5.09102
0.000167212     49.3943
0.00580321     25.5756
0.00370376     39.2964
0.00597335     35.5131
0.00580108     24.4939
0.00426726     34.8847
0.00786736     44.8491
0.00776421     29.5411
0.00484468     14.6285
0.00582015     42.1956
0.00344023     18.3669
0.00240919     35.11
7.50196e-05     8.47677
0.00203907     40.74
0.00980251     44.2782
0.00026117     2.96526
0.00198748     43.4913
0.00326175     48.3573
0.00253815     19.4754
0.00854257     28.7893
0.0018317     46.3095
0.00104056     48.7601
0.00506653     25.3977
0.00210133     22.7638
0.00919583     47.6583
0.00900324     33.8134
0.00291665     28.9004
0.00573292     2.03821
0.0083866     13.3149
0.00076997     4.58784
0.00191756     35.2954
0.0064241     40.9921
0.000993656     38.6984
0.00713794     27.0216
0.00621801     23.9808
0.00221092     43.7556
0.00817312     14.4695
0.00914517     29.6679
0.00705215     35.7905
0.00659321     15.1116
0.0031532     43.3069
0.00105451     44.2687
0.00896916     8.37585
0.00661061     25.4402
0.00480411     15.6629
0.00795229     8.30309
0.00886875     37.5668
0.00100299     17.1172
0.00675534     30.2566
0.00409766     5.67035
0.00766517     12.5863
0.00322816     9.50463
0.00925183     5.37451
0.00397336     28.9429
0.00627274     39.1078
0.00274539     10.9887
0.00582281     5.44832
0.000474746     41.5649
0.00782883     41.3385
0.00479185     37.885
0.00632534     35.0574
0.00550349     32.5666
0.00522446     26.8339
0.00737583     5.66282
0.0043029     8.85348
0.000521406     36.925
0.00700534     4.47119
0.00140636     27.3962
0.00591758     18.7731
0.00706601     9.17068
0.00988058     4.35463
0.00908624     27.5744
0.00886018     9.34838
0.00616096     18.6273
0.00269151     45.0095
0.00932578     40.1122
0.00458226     3.99273
0.00717472     42.2463
0.00481728     37.527
0.000507312     39.5962
0.00511425     38.3247
0.00201391     49.0062
0.000959489     10.8342
0.00436343     6.71637
0.000265578     3.22964
0.0036168     12.435
0.00750359     40.0237
0.00889875     40.1961
0.00268764     34.0941
0.00594392     11.4912
0.00747314     23.1571
0.0033484     2.11597
0.0081127     37.3584
0.00717548     9.28601
0.00145661     13.5196
0.0015945     5.4845
0.0073517     25.7518
0.00916416     44.4798
0.00300984     12.0228
0.000250308     47.9326
0.00602472     28.3363
0.00351063     20.2234
0.00599393     40.0735
0.00210471     12.1578
0.00713446     14.4244
0.000701443     27.0094
0.00321825     47.3109
0.00613264     24.2629
0.00665809     29.2591
0.00810691     12.0861
0.00852626     30.9905
0.006117     6.0554
0.00788549     12.6615
0.00644398     24.2854
0.00615876     12.2631
0.00712878     12.9265
0.00538508     4.95357
0.00451299     10.8537
0.00399849     2.12395
0.00319012     42.9202
0.00154741     37.9018
0.00102221     37.3932
0.00592307     5.34277
0.00799094     18.6732
0.00484374     33.3804
0.00366942     32.3588
0.00541115     43.4283
0.00468964     42.894
0.00908252     30.1116
0.00368974     14.2019
0.00878508     30.8334
0.00357157     5.01268
0.00343362     6.40501
0.00867376     11.4436
0.00774177     3.67544
0.00900696     34.0917
0.00967362     13.3486
0.000517581     44.1745
0.00117353     41.8516
0.00180834     21.2628
0.00465818     22.5221
0.00492852     31.9175
0.00444931     7.25379
0.00725369     5.66205
0.00721421     16.3218
0.00271239     8.23022
0.00169939     49.0544
0.004068     27.0189
0.00430273     26.2836
0.00597281     3.99815
0.00188032     29.6619
0.00738126     49.6403
0.0049515     32.11
0.00957246     24.3989
0.00732213     6.96539
0.00857765     20.1791
0.00709177     30.4573
0.0029286     45.1336
0.00304675     15.1353
0.00880699     47.7312
0.00803509     17.6225
0.000329156     38.8671
0.00988347     12.8211
0.00296415     32.1369
0.000366156     12.7566
0.00339292     6.02075
0.000634388     23.8184
0.00558     44.73
0.00132895     5.3612
0.00473827     22.9535
0.00116808     11.1485
0.00262154     2.53905
0.00127751     2.2755
0.00715923     12.2745
0.00942703     6.02324
0.00969335     41.9279
0.0012321     42.5011
0.00187682     47.0631
0.00233078     29.7949
0.00915379     36.1901
0.00284743     12.7278
0.000782359     8.52914
0.00529292     42.3793
0.00464317     3.72092
0.00130728     13.2943
0.00330329     9.32653
0.00186985     49.8307
0.00511851     35.6247
0.00907536     23.7071
0.00667525     36.0822
0.00787469     45.4907
0.00343091     5.81363
0.0073871     48.4723
0.00200186     32.0378
0.00324865     12.5183
0.007243     37.7339
0.00964034     17.5486
0.00781373     5.96245
0.00779417     30.1132
0.00519071     35.3363
0.00132906     27.1625
0.00123421     25.0814
0.00415446     32.2009
0.00679821     1.8759
0.00308352     8.014
0.00621158     48.5492
0.000128073     42.3758
0.00276176     22.1763
0.00365969     9.16772
0.00410736     35.6937
0.00464349     49.2584
0.00730981     10.2073
0.0030604     1.68543
0.000942235     39.4236
0.000252601     19.5406
0.00551565     5.97959
0.00421271     19.6014
0.00647157     8.81968
0.00904232     30.0617
0.00193243     16.4512
0.00473491     5.247
0.0076892     43.0555
0.00803738     30.4316
0.00302847     27.1414
0.00222663     24.4572
0.00315121     19.6143
0.00581039     48.2341
0.00479765     5.30106
0.00889589     14.349
0.00322307     26.2731
0.00462326     3.30916
0.00198376     33.0364
0.00162856     22.9182
0.00552978     3.69087
0.00596418     4.16934
0.00177036     42.2146
0.00881347     36.9205
0.000741561     20.1801
0.00293093     8.05557
0.00438469     17.4975
0.00710021     10.1145
0.00751521     33.8306
0.00838797     17.1656
0.00658942     30.4235
0.00359978     29.7149
0.00219656     44.4117
0.00750974     11.269
0.00400097     48.7758
0.00824247     38.7133
0.00323198     40.4071
0.00318688     12.1376
0.00522803     26.3725
0.00823637     8.69268
0.00867571     18.0928
0.0046834     38.1455
0.00412762     1.38117
0.00856722     9.45325
0.00753927     12.8088
0.00687346     4.62214
0.00106549     5.21084
0.00929743     45.936
0.00318091     18.8934
0.0013378     36.1764
0.0014515     1.91888
0.00360235     28.7903
0.00853492     30.9162
0.00668056     43.294
0.0022255     13.3801
0.00449638     43.9935
0.00519414     10.4688
0.00503246     21.8126
0.00757925     42.8135
0.00585414     34.8435
0.00682932     11.9518
0.006456     26.3459
0.00181304     42.913
0.00458896     32.0205
0.00663601     21.2703
0.00357634     42.2068
0.00332213     48.8443
0.00993974     27.565
0.00457306     7.8064
0.00223318     6.90929
0.00329833     3.43691
0.00443651     10.546
0.00271132     27.678
4.04312e-05     33.7088
0.000533264     34.0368
0.0033462     19.7328
0.00134278     42.6904
0.00203615     24.0255
0.000940776     31.7056
0.00466125     40.2516
0.0054398     13.6234
0.00799586     13.1842
0.00120742     24.0535
0.00456991     13.4664
0.00680921     33.4997
0.00792596     41.0933
0.00848332     25.5141
0.00553307     43.4297
0.0050569     7.64015
0.00470189     46.0559
0.00122985     48.5392
0.00934428     33.5216
0.00164464     27.9888
0.000406166     33.2396
0.00200275     31.6373
0.00801866     22.6633
0.0098625     39.2771
0.000608416     17.7989
0.00685513     39.156
0.00741812     9.32307
0.00435248     4.75199
0.00895872     47.7636
0.00916491     11.214
0.0074181     38.9866
0.00560508     31.0513
0.00413663     4.3056
0.00364781     48.2392
0.000925732     38.5421
0.00904408     46.0606
0.00412038     21.3892
0.00411148     20.3797
0.00493643     16.1753
0.00358254     44.5199
0.00308671     9.20712
0.00810532     10.7329
0.00729142     33.872
0.00343477     48.2512
0.00151064     21.9313
0.000119921     31.62
0.00433679     31.3706
0.00479586     32.368
0.0092616     9.20128
0.00639926     34.0038
0.00902454     46.9675
0.00338163     35.9605
0.00849388     12.7095
0.00331398     11.786
0.00785451     2.38966
0.0058515     22.4315
0.000578009     46.8395
0.000426363     24.7227
0.00348822     17.4632
1.35193e-05     6.63776
0.00346741     46.7755
0.00701889     2.29477
0.000465448     47.6075
0.00900555     29.0627
0.00274411     40.7981
0.00345869     23.3483
0.00437269     23.1085
0.0026858     12.6389
0.00445876     11.2311
0.00894728     30.7885
0.00629486     38.0205
0.0025768     16.6991
0.0090318     36.6936
0.00278328     29.409
0.00971135     29.1735
0.00665254     39.6894
0.00203804     16.1365
0.00348019     41.417
0.000406927     18.3897
0.00934342     15.0414
0.00134989     9.61742
0.00618961     13.5672
0.00586934     38.3802
0.00726679     13.371
0.00447338     32.0748
0.00546522     44.342
0.00217996     34.2083
0.00252261     8.12184
0.0078917     33.5905
0.00160165     43.2127
0.00513335     9.94679
0.00803095     42.8507
0.00462066     11.0888
0.00527734     18.1025
0.0064161     40.3962
0.00346864     22.6624
0.00101702     47.6524
0.00806582     32.449
0.00428332     8.28729
0.00422821     18.3995
0.00949759     29.3208
0.00734157     12.9251
0.00711602     45.1664
0.00746277     24.0129
0.00622636     15.2917
1.69386e-05     45.0077
0.00984971     43.9921
0.00614004     38.5891
0.00695798     42.6556
0.0078675     14.5236
0.00190058     30.8909
0.00408229     37.3408
0.00979929     1.49827
0.00861827     49.4173
0.00070032     4.43815
0.000471117     3.74837
0.00163589     42.177
0.0008375     11.7295
0.00697334     12.8685
0.00190379     32.1293
0.00791173     44.6605
0.00717686     28.6531
0.00166665     24.5107
0.00920744     17.4438
0.00339067     12.3943
0.00865508     9.05294
0.00466593     40.9681
0.00475819     40.7567
0.00857445     48.7668
0.00597059     5.01042
0.00260022     48.1585
0.00221031     36.9641
0.00968033     34.8894
0.0056847     46.3107
0.000801482     28.9412
0.00276852     36.7068
0.00231854     36.585
0.00332231     28.6719
0.00923432     10.9919
0.00106271     16.1359
0.00928611     31.0592
0.00441378     20.0988
0.00841808     48.886
0.00156164     8.12906
0.00140386     34.3481
0.00829605     25.2689
0.00977743     40.6628
0.00488432     39.341
0.0031528     17.036
0.00270165     39.0205
0.0085841     21.4713
0.00606128     24.3669
0.00701891     4.19985
0.000971959     8.06925
0.00564491     48.2441
0.00565111     5.27946
0.00240162     17.243
0.00850506     19.0967
0.00677921     25.4635
0.00924095     2.43518
0.0073386     45.4098
0.00225756     23.5844
0.0096068     3.61736
0.00856849     28.4871
0.00351276     16.485
0.00755332     45.5588
0.00842298     25.6172
0.00399262     26.5831
0.00730148     5.85093
0.00656783     6.10439
0.00751564     46.0653
0.00930299     45.1297
0.00772509     1.21546
0.000800201     43.6304
0.00510763     40.5584
0.00142361     48.699
0.00736605     3.68041
0.00776807     14.3213
0.00353566     24.3788
0.00516609     15.2631
0.00857686     19.0547
0.00888935     30.419
0.00650157     43.0361
0.00245435     15.3493
0.00787424     17.7644
0.00249165     36.17
0.00945378     46.3714
0.000439882     10.7053
0.00183652     16.0223
0.00499778     26.6161
0.001866     43.6692
0.00588259     37.8051
0.00725379     3.74593
0.00967854     4.8056
0.00958295     28.4378
0.00684571     39.707
0.00349708     2.11978
0.00309481     6.85034
0.000368083     22.2876
0.00951498     25.3927
0.00320152     7.97082
0.00833587     26.9655
0.00876583     16.1715
0.00629003     32.9274
0.00784036     43.1409
0.00742178     9.44268
0.00287586     45.3344
0.00593137     18.596
0.000657176     31.5143
0.00263292     32.0767
0.00675532     27.5825
0.00411941     31.3329
0.00753432     4.67765
0.00932744     16.0843
0.00468772     34.1074
0.00636939     6.65695
0.00954021     39.6627
0.00703453     9.07065
0.00467385     28.3763
0.00106388     46.7546
0.00697957     42.0391
0.000362752     24.3388
0.0070726     25.3287
0.00346763     13.9055
0.00934368     9.16875
0.0072534     17.3296
0.00872302     47.3111
0.000786155     24.8991
0.00471532     12.1612
0.0022765     33.319
0.00216527     17.0389
0.00330146     23.8304
0.00206725     30.7754
0.00615023     17.3557
0.00126978     38.7791
0.000224604     24.0433
0.00234748     49.5258
0.00162254     27.8306
6.57335e-05     25.1315
0.00704701     7.00923
0.00236208     28.4452
0.00656059     29.5431
0.00413816     23.0845
0.00860065     7.17666
0.000821998     10.8786
0.00425515     49.7543
